#,Equation,activationEnergy,chemicalComposition,facet,reactionEnergy,,,,,,,868,CH4(g) + 5* -> C* + 4H*,,Co6La6,101,-1.537149169
79005,CH4(g) + 5* -> C* + 4H*,,Au3Pb9,111,6.742350162,,,,,,,48077,CH4(g) + 5* -> C* + 4H*,,Mo6Y6,101,-2.605441025
78776,CH4(g) + 5* -> C* + 4H*,,Au3Pd9,111,1.302067303,,,,,,,48086,CH4(g) + 5* -> C* + 4H*,,Au6La6,101,0.637657828
15811,CH4(g) + 5* -> C* + 4H*,,Au3Pt9,111,0.769961889,,,,,,,48088,CH4(g) + 5* -> C* + 4H*,,Rh6Ti6,101,0.117189226
12594,CH4(g) + 5* -> C* + 4H*,,Au3Re9,111,-1.462565488,,,,,,,48097,CH4(g) + 5* -> C* + 4H*,,Ir6Rh6,101,0.713089553
15618,CH4(g) + 5* -> C* + 4H*,,Au3Rh9,111,-0.221888699,,,,,,,48104,CH4(g) + 5* -> C* + 4H*,,Al6Os6,101,-0.50288651
61743,CH4(g) + 5* -> C* + 4H*,,Au3Ru9,111,-0.306644405,,,,,,,48194,CH4(g) + 5* -> C* + 4H*,,Mo6Pd6,101,-0.705868059
4524,CH4(g) + 5* -> C* + 4H*,,Au3Sc9,111,-3.17534999,,,,,,,48390,CH4(g) + 5* -> C* + 4H*,,W6Zr6,101,-3.896620373
79036,CH4(g) + 5* -> C* + 4H*,,Au3Sn9,111,6.268998071,,,,,,,48421,CH4(g) + 5* -> C* + 4H*,,Bi6Pt6,101,3.606597497
11318,CH4(g) + 5* -> C* + 4H*,,Au3Ta9,111,-4.111202271,,,,,,,48425,CH4(g) + 5* -> C* + 4H*,,Os6Y6,101,-3.932901039
61156,CH4(g) + 5* -> C* + 4H*,,Au3Tc9,111,-1.187769967,,,,,,,48426,CH4(g) + 5* -> C* + 4H*,,Mn6Re6,101,-0.896121756
