Catalyst,B.E.
Ti3V9,-0.504278236
Os9V3,0.377673736
Os9V3,-0.236710876
Au3Hf9,2.466228401
Cr9Tl3,3.982099765
Pb9Y3,0.15610028
La9Zn3,-3.122767392
Pb9Re3,-1.187216487
La9Mn3,-3.115470795
La9Zn3,-2.836401319
Au3Cd9,0.958318952
Cd9Re3,-1.016555123
Pb9Tl3,3.127192643
La9Mn3,-2.891805873
Au3Cd9,0.911045839
Ir9Zn3,3.255348601
La9Mn3,-2.571692922
Au3Cd9,1.4797107
Cd3Nb9,-0.995337319
Ta3Y9,-2.110388808
Os9Tc3,0.669045887
La9Mn3,-2.717452469
Cd3Nb9,2.959792019
Os9Tc3,0.250200375
Ir9La3,-0.411031083
Os9Zn3,3.368630408
Ag3W9,-2.324790703
Ir3La9,-3.195468182
Ga9Y3,-0.883755815
Ir3La9,-2.654362195
Ga9Nb3,1.150197304
Ag3Cd9,0.993594974
Au9Sc3,3.125761324
Ga9Nb3,0.632419364
Ag3W9,-1.96102008
Pd3Pt9,1.340013714
Ni9Sn3,0.581272031
Au9Sc3,0.101887721
Ta3V9,-1.189467957
V9Y3,-1.499025748
Pd3Pt9,1.50989656
Cd9Ta3,1.57324956
Cd9V3,1.45604115
Ta3V9,-1.006013977
Ga9Ru3,0.194523707
Pd3Pt9,1.306024519
Pt9Tc3,2.017761257
Pt3Tc9,-0.860679065
Cd9V3,1.756095365
Ga9Ru3,0.192091417
Pd3Pt9,1.67506381
Pt9Tc3,2.183450693
La3Pd9,0.927338928
Hg9Pd3,2.498520286
Ir9Nb3,-0.438339883
Ga9Ru3,0.452771577
La3Pd9,0.087081735
Hg9Nb3,2.400683252
Hg9Pd3,2.558270771
Pb9Tc3,-0.478024285
La9Y3,-0.837069652
In9Ta3,1.248327677
Cd9Nb3,-1.823990353
In9Ta3,0.87487538
Hf3Ni9,0.287698342
Pt9W3,2.519257538
Pt9Tc3,-0.297454712
Pt9W3,2.630203928
Co9Os3,1.462106703
Ag3In9,0.555506932
W9Zr3,-1.800376178
Cr9Sn3,-1.342568183
Cd3Cu9,0.823208445
Mo9Tl3,-1.270262229
Ag3In9,0.614681488
W9Zr3,-1.954730985
Cr9Sn3,-1.5176982
Cu9Hf3,0.632112012
Mo9Tl3,-1.615096587
Ag3In9,0.731079407
Cu9Hf3,0.378606134
Ga9V3,0.637661637
Ir9Ru3,1.597891373
La9W3,-2.806811932
Cu3Sc9,-3.959093764
Ag9Ni3,2.198618047
Cu9Hf3,-1.519149111
Ir9Ru3,1.213463364
La9W3,-2.586903269
La9W3,-2.488004583
Cr3Rh9,-0.530603482
Au3Tl9,1.187292951
Al3Pd9,0.413161326
La9W3,-2.629078329
Au3Tl9,1.075453483
Os9Zr3,0.615754569
La3Pb9,0.057054789
Co9Os3,0.018932048
Pd9Tl3,1.78562135
Re3Y9,-0.787638404
Cd3Cr9,-1.469381803
Cd3Cr9,-2.062699633
Cr9Zr3,-1.80604431
Mo9Nb3,-2.252134539
La3Zn9,0.041785937
In9Ti3,-0.88572347
Ag3Ga9,0.242973576
Ag3Ga9,0.282653352
Ag3Ga9,0.419622941
Cr9Cu3,-0.74559668
Cu3Ru9,-0.636776723
Cd9Zr3,-1.531947849
Cu3Ru9,-0.682493345
Au3Pd9,1.402284653
Cu3Ru9,0.34278534
Pb9Ta3,-2.060048292
Au3Pd9,1.634894909
Cu3Ru9,0.230316201
Pd3Zr9,-3.529891328
Au3Pd9,1.845780685
Pd3Zr9,-3.187289393
Au3Pd9,1.991486761
Hg3La9,-3.259651401
Hg3La9,-2.953447549
Al9Ir3,-1.763999184
In9Mo3,0.91187048
In9Mo3,0.579344649
V3Y9,-3.451659552
Cd9Mo3,-1.370198622
Cr9Ru3,-2.176564853
V3Y9,-3.409376326
Au3Re9,-0.794673907
Au3Re9,-1.515122507
Re9Ru3,-0.914077868
Re9Ru3,-1.347969778
Pb9V3,1.179384915
Ga3Re9,-1.355425834
Re9Ru3,-0.514041817
Au9Ti3,2.333458209
Mo9Zn3,-1.879298443
Sc3Sn9,1.327108715
Re9Ru3,-1.069233097
Au9Ti3,3.182293519
Mo9Sc3,-1.581393655
La9Ti3,-2.864735852
Sc3Sn9,0.896383802
Pd3Ta9,-3.101922383
Mo9Sc3,-1.912982055
Pd9V3,1.888242417
La9Ti3,-2.728891182
Pb9Ta3,1.047373648
Sc3Sn9,-0.370686669
Pd3Ta9,-2.808577271
Hg9Re3,2.769710026
Mo9Sc3,-2.267065834
Mo9Pd3,-1.956824492
La9Ti3,-3.1703933
Sc3Sn9,-0.277389038
Cd3Hf9,-3.853070594
Hf9Sn3,-3.615363373
Mo9Pd3,-2.116072041
La9Ti3,-3.165376609
Au3Ti9,-3.681803504
Hf9Sn3,-3.271364269
Hg9In3,2.681787732
Ni3Ta9,-2.968617487
Au3Ti9,-3.406810293
Co9Rh3,-0.041210416
Ga3Ti9,-3.461117412
Mo3Ru9,-0.682246129
Co9Rh3,-0.002638552
Hg9Tc3,2.637407598
Ga3Ti9,-3.235223334
Al9La3,-1.198575199
Co9Rh3,0.193424367
Hg9Tc3,2.929343433
Ir9Y3,0.638596212
Cd3Ga9,0.06890521
Cd9Rh3,1.305251715
Co9Rh3,0.116794117
Ir9Y3,-0.068752555
In3Pd9,1.812753412
Cd3Ga9,0.27696903
Ir9Y3,-0.463496944
Cd3Ga9,0.190521184
Hg9Ti3,2.321144922
Cu3Os9,-0.608818251
Ir9Y3,-0.095076439
Cd3Ga9,0.246567111
Hg9Ti3,2.917633558
Cu3Os9,-0.739883106
Nb9W3,-3.027893541
Cu3Os9,0.374454085
Cu3Re9,-1.030986136
Cr3Cu9,0.742193216
Re3Zn9,1.549818245
Pb9Sc3,-0.572123836
Mo9V3,-2.697409652
Nb3W9,-2.078276926
Cu3Re9,-1.45551597
Cr3V9,-3.299544106
Nb3W9,-2.205893826
Cr3V9,-3.216417002
Ga3Hf9,-3.637811676
Ag9Au3,2.208362987
Ag9Re3,-1.943745885
In3Ir9,0.912958664
Nb9V3,-3.146884297
Ag9Au3,2.311256441
La3Mo9,-1.418689036
In3Ir9,0.491004523
In3Y9,-3.805869319
Ag9Au3,2.103281739
Cu3Ti9,-3.557235231
Cu9Ir3,1.069579362
In3Ir9,0.856865797
Au9Tc3,2.325421599
Ir9Pt3,0.414151412
Ag9Au3,2.225204249
In3Ir9,1.082771169
Au9Tc3,3.256209977
Ir9Pt3,0.631440163
Ir9Pt3,0.955572371
Mo3Pd9,-1.442722402
Ag3Nb9,-2.837011806
Re9W3,-0.357594455
Ag3Nb9,-2.640471191
Pd9Sc3,1.30599064
Ga9Y3,1.180721538
Pt9Ta3,2.648779507
Re9W3,-0.567698176
Pt9Ta3,2.554782952
Re9Y3,-0.281501086
Re9Y3,-1.44640315
Hg9Zn3,3.200479022
Ir9Sn3,0.993557014
Re9Y3,-1.166171067
Hg9Zn3,3.122223844
Ir3Y9,1.26988195
Ag9Ga3,1.687589754
Ir9Sn3,1.180901814
Re9Rh3,-1.031631727
Os3Zn9,1.166334743
Re9Rh3,-1.468954856
Rh9W3,1.52077744
Os3Zn9,0.754322963
Ir9Zr3,1.072436693
Nb3Tl9,2.133800394
Re9Rh3,-0.784246913
Rh9W3,0.862523452
Os3Zn9,0.49113609
Ir9Zr3,0.356635118
Nb3V9,-3.068218907
Nb3Tl9,1.884676365
Ir9Zr3,-0.461800042
Nb3V9,-3.01513181
Re9Zr3,-0.83605249
Ir9Zr3,-0.310602844
Re9Zr3,-1.430462585
La9Zr3,-1.822306785
Re9Zr3,-1.894309059
La3Sc9,-3.712315221
Re9Zr3,-1.628345946
Ti9Zn3,-3.588972548
La3Sc9,-3.690138623
Ir9W3,1.829105005
Ti9Zn3,-3.333296563
La3Sc9,-3.408458895
Hg9V3,2.491068313
Ir9W3,1.132019011
Mo9Ru3,-1.70407822
La3Sc9,-3.471111609
Nb9Sc3,-2.584683501
Mo9Ru3,-1.906914052
Nb9Sc3,-2.569502814
Mo9Ru3,-1.303421069
Hf3W9,-1.408924231
In9W3,-1.191606228
La3Ti9,-3.052102149
Mo9Ru3,-1.605506615
Cr3In9,0.901678729
Cu3Pd9,1.491179482
Cr3In9,0.709124718
Al3Zn9,0.519157149
Cu3Pd9,1.526073456
Al3Zn9,-0.500559937
Cu3Pd9,1.316093411
Ag9Ta3,-2.585715629
Ag3W9,-0.942865879
Cu3Pd9,1.425785901
Hf9Os3,0.531892893
Ag9Pd3,2.228581726
Ag3W9,3.444507584
Ag9Pd3,2.538899259
Ag9Pd3,1.956591019
In9Pb3,0.487354252
Au9Zr3,2.280595878
Ag9Pd3,1.979604638
Re3Rh9,-0.742682069
Ir3Os9,0.02011656
In9Pb3,0.651481755
Au9Zr3,3.157226528
Ir3Os9,-0.376681745
In9Pb3,0.504247079
Hf9Zn3,-3.721328039
Ir3Os9,0.569376166
Cd9Sc3,1.09482173
In9Pb3,0.695031126
Hf9Zn3,-3.3628069
Nb9Re3,-0.725687607
Os3Sn9,0.417631068
Ir3Os9,0.41423672
Ru9W3,0.13610073
Al3Mo9,-0.514748497
Ru9W3,-0.453604381
Ag9W3,-2.524683624
Al3Mo9,1.928534721
Ru9W3,-0.76895017
Hg9W3,-1.66492961
Ru9W3,-1.095067041
Au9Y3,2.1535579
Tl9W3,1.9102884
Ag3V9,-2.994080812
Au9Y3,1.835817645
Cd9La3,-0.786876757
Au9La3,2.454915268
Au9Y3,0.249095593
Al9Pd3,-1.753650014
Au9Y3,0.055297886
Hg9Zr3,2.134756058
Ag3Zr9,-3.558998257
Al9Pd3,-1.848337195
Cu9Nb3,-1.713750643
Nb3Pt9,-1.238197423
Cu9Sc3,0.235050981
Nb3Pt9,2.637851007
Cu9Sc3,-1.055664004
Rh9V3,1.060419058
Ir9Ni3,2.312561227
Rh9V3,0.492803604
Au9Pb3,3.21644122
Cd9Ru3,1.534991307
Rh9V3,-0.710801483
Cd9Ru3,1.5920197
Rh9V3,-0.696596189
Cd9Ru3,0.868655946
Cd9Ru3,0.748949939
Hf3Pb9,1.04024032
Ir3Pb9,1.046468598
Ir9V3,1.401806277
Ir9V3,0.734684235
In9Ni3,1.390804034
Ir9V3,-0.337552047
La3Ta9,-2.736501934
Ir9V3,-0.291547801
Cu9V3,0.680769776
Al9Ga3,-1.368414099
Cd3Pt9,1.605545799
Cd3Pt9,1.437315092
Hg3V9,-2.827325098
Co9Zr3,-0.739522147
Cd3Pt9,1.327219057
Ni9Ta3,0.896463531
Hg3V9,-2.787465999
Ti9Y3,-3.347708664
Cd3Pt9,1.765773638
Cr3Hg9,2.568600348
Cr3Hg9,2.920948585
Ti3Zn9,0.436948837
Al9Cd3,-1.688431266
Co9Nb3,-1.113178257
Cd9Hf3,1.289516869
Cu9Hg3,0.937672043
Hf9Pd3,2.120212798
Cu9Hg3,0.859899186
Cr3Pt9,2.121498944
Pd3Tc9,-0.927201782
Y9Zn3,-3.708135688
Pd3Tc9,-1.511655504
Ir9Re3,1.69530527
Ir9Re3,1.279335457
Ir9Re3,-0.009423166
In3Tc9,-0.802223162
Al3Co9,-0.341126942
Ir9Re3,0.041305248
In3Tc9,-1.161417646
Cr3Y9,-3.481476425
Pd9Rh3,1.550782209
Ga9Pd3,0.471023612
Pd9Rh3,1.687650708
Hg3Y9,-3.85889832
Ga9Pd3,0.362813191
Pd9Rh3,0.901709478
Hg3Y9,-3.850638848
Ga9Pd3,0.708813284
Mo3Zn9,1.004710144
Sn3V9,-0.647647671
Ir9Mo3,-0.581970003
Pd9Rh3,0.979572267
Co9Hg3,-0.200580961
Ag3Tl9,1.232847257
Sn3V9,3.287249867
Ag3Tl9,1.206554121
Sc3Tc9,-0.849354911
Ag3Os9,-0.519316744
Sc3Tc9,-1.422605162
Ag3Os9,-1.001484915
Sc3Tc9,-1.656623335
Au9Pt3,2.49001496
Al3La9,-3.077894051
Sc3Tc9,-1.473717937
Au9Pt3,3.07057759
Hg9Y3,1.997198431
Al3La9,-2.710545131
Au3Ga9,0.230476068
Sc9Ti3,-3.594549658
Au9Pt3,2.057864034
Hg9Y3,2.593757001
Al3La9,-2.261199195
Pb3Zr9,-3.450854367
Au3Ga9,0.215305993
Mo3Pt9,2.348657808
Au9Pt3,2.171097269
Hf9W3,-3.566943437
La3Nb9,-1.409437845
Mo3Pt9,2.400079568
Cd3W9,-2.048399915
Ag9Cr3,-1.653934578
Ag3Cu9,0.633847554
In9Y3,0.882557698
Pd9Sn3,2.599636292
Ag3Cu9,0.660178649
In9Y3,1.057085935
Os9W3,0.362276446
Ag3Hg9,2.327151154
In9Y3,-0.807174273
Co3Re9,-1.102544729
Os9W3,-0.415973622
In9Y3,-0.836527465
Ga9Ti3,1.119569939
Co3Re9,-1.344640465
Os9W3,-0.529359241
Co3Re9,-0.506215959
Hf9La3,-3.483647894
Co3Re9,-0.954979843
Al3Hf9,-3.620536665
Al9Pb3,-1.715072708
Hg9Os3,2.652209366
Al3Hf9,-3.333802694
Hf9Rh3,-3.867457388
Al9Pb3,-1.443225268
Nb9Pd3,-2.794389935
Au3Cr9,-2.173081115
Hg9Os3,2.830295765
Al3Hf9,-2.550975807
Nb9Pd3,-2.572254429
Cr3Mo9,-0.983116142
Al3Hf9,-2.45641652
Sc3W9,-1.267876471
Nb3Sn9,0.902983923
La9Mo3,-1.412701307
Pb3Ta9,-2.708834895
Cr9Mo3,-2.406382132
Pb3Ta9,-2.511331678
Cr9Mo3,-2.480325395
Al9Cr3,-1.375538312
Pt9W3,2.803172001
Pt9W3,-1.602929425
Hf3Re9,-0.969077109
Hf3Re9,-1.39647856
Au3Co9,-0.15183027
Hf3Re9,-1.923245781
Nb3Zn9,-1.393782048
Au3Co9,-0.180547532
Hf3Re9,-1.745508096
Ir9Sc3,0.746102676
Ir9Sc3,0.093241167
Cd3Zn9,-0.142204651
Ag9Ru3,2.152789994
Ag9Ru3,-0.035262416
Ir9Sc3,-0.388829995
Cd3Zn9,0.406785835
Ag9Ru3,2.7706129
Pt3Ru9,-0.288319306
Ir9Sc3,-0.230468176
Cd3Zn9,0.261486433
Cd3Hg9,1.98652082
Ir9Ti3,-0.399357807
Pt3Ru9,-0.477115833
Co9Ta3,-1.19618604
Ir9Ti3,-0.372916097
Pd9Pt3,1.447428203
Cu9Pd3,0.809942759
Pd9Pt3,1.78622068
Cu9Pd3,1.098391319
Mo3Y9,-3.460046372
Ir9Mn3,0.231990109
Cd9Fe3,1.28473923
Pd9Pt3,1.303406919
Cu9Pd3,1.200080533
Ta9V3,-3.264780611
Ir9Mn3,0.300582252
Al3Pb9,0.869213915
Cd9Ni3,1.281502708
Pd9Pt3,1.432466295
Cu9Pd3,1.248360059
Ta9V3,-3.02419116
Al3Pb9,0.960812739
Al9Nb3,-0.909377782
Ta9V3,-3.297365291
Al3Pb9,-0.582672737
Ir3La9,0.706525078
Ta9V3,-3.108227261
Al3Pb9,-0.516904047
Ir9Ti3,1.159453257
Ir9Mn3,0.72570992
La9Ta3,-2.769745673
Ir9Ti3,0.461541262
Ir9Mn3,0.525621077
W3Zn9,-1.129074196
La3Re9,-0.034206614
La9Ta3,-2.611050923
Cu9Rh3,0.851170046
Nb3Sc9,-3.456918696
La3Re9,-1.647061935
La9Ta3,-2.910801596
Cu9Rh3,1.376123084
La9Ta3,-3.057946338
Cu9Rh3,0.729778702
W3Zn9,1.271662391
Mo9Ta3,-2.110345678
Cu9Rh3,0.619073405
W3Zn9,1.486932057
Mo9Ta3,-2.21408799
Ga9Pb3,0.142881806
Nb3Pd9,2.12428226
Ga9Pb3,0.375142941
Cu9Re3,0.817871476
Ga9Pb3,0.193141913
Pd9Ru3,1.797331769
Cu9Re3,1.812852598
Pd9W3,2.346196266
Cd9Ta3,-2.146392054
Ga9Pb3,0.480862977
Pd9Ru3,1.868163001
Cu9Re3,-1.214442701
Hf3V9,-2.668953755
Sn3Ta9,-2.687091503
Mo3Re9,-0.838576074
Pd9Ru3,0.305823301
Pt9Re3,2.190673955
Hf3V9,-2.531532865
Sn3Ta9,-2.413512331
Mo3Re9,-1.417765617
Pd9Ru3,0.278496405
Pt9Re3,2.474261882
Pb9Zr3,1.115703882
Mo3Re9,-1.08118801
Mo3Re9,-1.46600038
Ag9Rh3,1.323720762
Ta3Tc9,-1.171009251
Ta3Tc9,-1.538305381
Ta3Tc9,-1.539786089
Ag9Mo3,1.898704786
Al9Pt3,-1.95153528
In9Re3,0.463877087
Ta3Tc9,-1.718178887
Ag9Mo3,2.740839156
Al9Pt3,-1.968524571
In9Zr3,1.261746291
Fe9Hf3,-0.869751068
In9Zr3,1.113502481
Al3Re9,-1.00687998
In9Zr3,-0.680152621
Al3Cu9,1.226763744
Al3Re9,-1.356644223
In9Zr3,-0.607089375
In3Pt9,1.948647063
Hg3Zr9,-3.249023315
Hf9Mo3,-3.836472738
Co9Zn3,-0.282763422
In9Sn3,0.607965174
Al3Cu9,1.288276302
Al3Re9,-0.588562641
In3Pt9,1.773092548
Hf9Mo3,-3.65769
Al3Cu9,-0.098500992
Al3Re9,-0.573317191
In3Pt9,1.316948529
Hf9Mo3,-3.034277332
Ag3Hf9,-3.826789023
Au9Zn3,2.703966371
Pd9Zn3,1.548362573
In3Pt9,1.711390463
Hf9Mo3,-2.872200751
Hg3Zr9,-3.643761581
Ag9Nb3,1.778873607
Ag3Al9,-1.789182639
Tc9Ti3,-1.191069211
Fe3Zn9,0.725366377
Tc9Ti3,-1.545063464
Rh3Sn9,1.99741653
Co9Cu3,-0.255640067
Tc9Ti3,-1.697911304
Co9Cu3,-0.25966259
Tc9Ti3,-1.775006325
Co9Cu3,0.22085902
Co9Cu3,0.224185884
Nb3Pb9,-1.749490346
Pt3Tc9,0.039774744
La3Rh9,0.350888618
Pt3Tc9,2.46746475
La3Rh9,-0.307604014
Ni3W9,-0.947603517
Cd9V3,-1.680269076
Hf9Re3,-0.34788244
La3Rh9,0.014084748
Au3In9,2.661353071
Ni3W9,1.811643188
Cd9Tl3,3.029770855
Mo3W9,-1.213959019
In9Sn3,0.526949265
Au3Pb9,1.246203557
Pd3Zn9,0.453728193
Cu3Hg9,2.235531785
Hf9Pb3,-3.66881864
Ag9Sc3,1.684150779
Ru9Sn3,-0.234504849
Pd3Zn9,0.348238774
Os9Sn3,-0.185156732
Os9Sn3,-0.561585139
Mo3W9,-0.913061795
Co9Tc3,0.013662156
Mo9Os3,-0.706238951
Mo9Os3,0.149284237
Sc3Y9,-1.167011354
Mn3W9,-1.048871771
Mn3W9,0.073747068
Ru9Ta3,0.700188091
Au9Cd3,2.425515817
Ru9Ta3,-0.485877218
Ag9Cu3,2.139305529
Au9Cd3,2.590552588
Ag9Cu3,2.231052792
Au9Cd3,1.976280224
Sn3W9,-1.570399848
In9Ta3,-1.3984288
Ag9Cu3,1.368865808
Au9Cd3,2.124059535
Sn3W9,-1.755469231
Ag9Cu3,1.442969481
Mo9Ti3,-1.921315677
La9W3,-1.852917551
Ni3Ta9,1.364669677
Hg9Nb3,-1.624866154
Mo9Ti3,-2.053638923
Cu3Pt9,3.285033908
Mo9Ti3,-2.544045612
La9V3,-2.108302375
Cu3Zr9,1.187949562
Ag3Pt9,1.833875025
Ru3Sn9,1.106076086
Hg3In9,0.258183923
Cd9Rh3,2.106850103
Cr9Rh3,-0.77645058
Cr9Rh3,1.532312074
Cu9Y3,1.117241461
Pb3Sn9,1.73064796
Nb3Y9,-1.777854812
Ni9Sc3,1.432888752
La3Y9,-3.62274174
Nb9W3,-1.156927768
Ga3La9,0.415537832
La3Y9,-3.420641023
Ru3W9,-1.051744613
La9Sc3,-1.336033777
Fe9V3,-0.539141734
Pt3Re9,-0.20926044
La9Tc3,-3.020575176
Pt9Ta3,-1.323987705
Pt3Re9,2.828813152
La9Tc3,-2.693717475
Pd3Rh9,0.304412663
Ir3Pt9,1.368962953
Pd3Rh9,0.352540213
Au3Y9,1.838403407
Ir3Pt9,2.510224583
Al3Au9,1.108770149
Hg9Ir3,1.715346318
Pd3Rh9,0.809950922
Ir9Tc3,0.131761738
Nb9Y3,-1.329427805
Pd3Rh9,0.837024072
Nb9Y3,1.179483556
La3Tl9,1.288609777
La3Tl9,1.562385687
La3Tl9,-0.815932529
Pd9V3,-1.193206937
La3Tl9,-0.868684926
Mo9Sn3,-0.277465093
La9Tl3,1.743592551
Al9Os3,1.238625866
Ni3Rh9,1.9232051
Ga3Pt9,2.844728682
Ag9Ti3,-1.821964194
V9Zr3,-1.399227998
V9Zr3,-0.204379806
Ag3Ni9,1.7503656
Ir3Nb9,1.233949726
Au9Re3,-1.468960843
Cu3Mo9,-0.803552846
Al3Zr9,0.112058384
Hg9Mo3,-1.180601808
Ag3In9,2.68329361
Cu3Mo9,1.990432184
Co3Pd9,1.716830699
Co3Pd9,1.624892005
Co3Pd9,0.742845473
Co3Pd9,0.803245085
Ir9Rh3,1.503858082
Nb9Ru3,0.551713801
Cd9Ti3,-1.599590724
Ir9Rh3,2.127331024
Ir3Pd9,0.942200017
Cr3Hf9,-3.487306737
Mn3Os9,0.501598868
Mn3Os9,0.818241551
Nb9Tc3,-0.290171041
Al9Zr3,0.410094059
Cr3Zn9,-0.888183379
Pt9Re3,-0.969138743
Pd9Ru3,0.473006506
Pd9Pt3,2.060551022
Au9Pt3,2.478232975
Ag9Pd3,2.767654479
Ag9Au3,3.294764835
Au9Rh3,1.732008801
Cu9Ru3,0.382522804
Au3Cu9,3.471553522
Cd9Hf3,-1.703250858
Cu9Ta3,-1.903146772
Co9Cu3,2.604246445
Cr3Ir9,-0.210044536
Au9Ti3,3.334132088
Cu9Re3,-1.451187183
Cu3Pd9,2.724342935
Au9Ti3,-1.407177396
Cu3Pd9,2.723777211
Ag3Cr9,3.154381986
In3La9,1.24468693
Au9Mo3,3.489009217
Al3Hf9,0.189573004
Au9Mo3,-1.672572336
Ag9Sc3,-0.593663007
Al9Pd3,3.457394079
Au3Cr9,2.972906273
Hg3Pt9,4.449961823
Au3Ir9,3.629233696
Pd9Zn3,2.948027041
Hf9W3,-0.864358724
Cr3Tl9,-1.205964995
Hf3V9,-1.278664833
Hf3Mo9,-0.346827183
Hf3V9,-0.259660821
Mo9Pt3,-0.802635142
Ir9Re3,-0.488757271
In9Zr3,-0.539912496
Mo9Pt3,2.360626055
Ir9V3,-0.403851087
Hg9Rh3,2.288974807
Mo3Pt9,-1.149389262
Ag9Hg3,3.627627136
Au9Os3,-0.274332519
Sn3W9,-0.490748872
Ru3Zr9,0.779902616
Re3Zn9,-0.299831218
Mo9Zn3,-0.637788987
Au9Cr3,3.539122654
In9Nb3,-0.999314943
Au9Cr3,-1.169169217
Os9Ta3,0.396017746
Fe9Sn3,3.202871719
Pd3W9,-1.057550025
Co9Nb3,-0.57267405
Ga3Hf9,1.151381544
Fe9W3,-0.856275854
Os9Ta3,-0.197316275
Pd3W9,2.881665415
Ir9Ti3,0.17267351
Pd3Tc9,0.001045325
Pd3Tc9,2.824016738
Cr9Re3,-0.880894674
In9Re3,-0.341938114
Cr9Re3,-0.754890864
Ag3Hf9,2.458616153
Mo3Zn9,-0.91861006
Ag9Al3,0.695831957
Ir9Ta3,-0.395457191
La3Sn9,1.785561485
Fe9Ti3,-0.199463525
Al9Fe3,1.397958859
Ag3Zr9,2.30637812
Au9Zr3,3.160989862
Au9Zr3,-1.458287586
Al9Pt3,3.291025038
Au9Ir3,1.112514164
Ir9Pb3,1.498961802
Sc3V9,-1.396581147
Ag9Zn3,2.239516076
Sc3V9,0.760141437
La9Pt3,0.993823413
Co9Zr3,0.192505302
Cu9Tc3,-0.768083079
In3Pb9,2.315458287
La3Rh9,-0.339062959
Ag9Os3,-0.797905395
In3Pd9,3.182018275
Pd9Sc3,1.080448541
La3Re9,-0.862321544
Al9Ti3,0.05711996
Cr3Os9,0.490011036
Cr3Os9,-0.155048696
Cu3In9,1.66682638
Cu9Sn3,2.604738155
In9Tl3,2.889616037
Pb3W9,-0.422631704
Hg9Y3,-0.302856716
Au9Cd3,3.716359377
Ag9V3,-1.980808062
Mo3Re9,-0.368236692
Os3Rh9,0.228243237
Mo3Re9,-0.360002935
Pb3Zn9,0.34070639
Al9Zn3,2.324773151
Pd3Y9,1.503439843
Mo9Pb3,-0.235804192
Cr9Zn3,-0.508513416
Os3Ru9,1.2293076
Os3Ru9,0.55557496
Cr9Ga3,-0.314088351
Os3Ta9,0.287164863
Ti9Y3,0.710610868
Ru9Sn3,3.013410554
Cr9W3,-1.161849763
Ag3Ir9,3.993027993
Cr3Hg9,-0.978365443
V3Y9,-1.972373485
Cr3Y9,-1.565080294
Mo3Y9,-1.231346685
W3Y9,-1.674919045
Tc3Y9,-0.260327772
Os3Y9,0.352134355
Rh3Y9,1.224996773
In3Y9,1.572760299
Cr9Os3,-0.664983227
Y9Zn3,0.974704559
Cr9Os3,0.062111208
Hf9Ta3,-1.057810166
Cd3Y9,1.848354066
Cr9Mo3,-0.918411689
Cr9Tc3,-0.942891458
Cr9Tc3,-0.307477617
Sn3Y9,1.544990538
Hf9V3,-1.104139316
Au3Co9,1.337706461
Au3Co9,3.373631453
Ag9Cu3,2.309041162
La3Y9,-0.509858747
La3Ti9,-2.909980084
Nb9V3,-1.101367837
Hf9Sc3,-0.999243513
Hf9Sc3,-0.158145624
Hf9Zr3,-0.783022809
Hf9Zr3,-0.510462704
Sc3Ta9,-1.210473105
Sc3Ta9,0.725147053
Nb9Zr3,-1.240468213
Nb9Ti3,-0.75710315
Nb9Zr3,-0.37168832
Nb9Sc3,-1.220924181
Nb9Sc3,0.552546197
Cr9Ta3,-1.101432872
Mo9V3,-1.056446468
Mo9W3,-0.968416008
Mo9W3,-1.273688007
Mo9Ti3,-0.600290883
Mo9Ta3,-1.160981992
Mo9Ru3,-0.784805291
Cr3W9,-0.840190525
Mo9Re3,-0.891129147
La3W9,-1.490918933
Nb3W9,-1.478515576
Nb3W9,-0.944713668
Mo9Ru3,0.623326816
Mo9Re3,-0.829651148
Re3W9,-1.21029419
Re3W9,-0.767436945
Ir3Os9,0.916833701
Ir3Os9,1.966233917
Re9Y3,-1.845145844
Ir3Mo9,-0.687963921
Co9Pd3,3.049847414
Ir3Mo9,1.352621973
Mo9Tc3,-0.909880376
Mo9Tc3,-0.350396636
Re3Tc9,-0.021520395
Re3Tc9,-0.4780217
Mo3Os9,0.494782688
Mo3Os9,-0.425445089
Cr3Ru9,0.792274272
Cr3Ru9,-0.469829033
Ir9Y3,2.330571489
Ru9Y3,-1.162387596
Ir9Zr3,0.575575192
Hf3Ir9,0.729950951
Ir9W3,-0.886840089
Rh9W3,-1.120603292
Hf3Rh9,0.422032237
Ni9Zr3,-0.941507079
Ni9Zr3,-0.766163724
Hf3Ni9,-0.984063778
Ni9Ru3,-0.065713587
Co9Pd3,1.026774767
Ni9Ti3,-1.027231374
Ni9Re3,-0.803022088
Co9Fe3,0.369840531
Ni9Re3,-0.911063391
Ni9Ta3,-1.159899795
Ir3Ni9,0.28395392
Ir3Ni9,0.24787802
Nb3Ni9,-1.071317489
Ni9Rh3,0.329325773
Ni9Rh3,0.320620171
Ni9Os3,-0.263983349
Ni9Os3,-0.38898061
Ag9Zn3,1.168882001
Co3Ni9,0.049269612
Fe9Y3,-0.892418559
Fe9Y3,-0.815992122
Co3Ni9,0.129476118
Fe9La3,-1.286607563
Fe9Zr3,-1.223632258
Fe9La3,-0.74073972
Fe9Sc3,-1.39802852
Fe9Zr3,-1.555145282
Fe9La3,-0.887055059
Fe9Sc3,-1.109658057
Ag9Hg3,2.084345337
Fe9Hf3,-1.88068187
Fe9Hf3,-1.636001596
Fe9Hf3,0.079291251
Co9Tc3,-0.583517106
Co9Tc3,-0.720108593
Co9V3,-1.059437951
Fe9Ti3,-1.591242951
Co9V3,-1.041268638
Ni9Y3,-0.568157913
