Equation,activationEnergy,chemicalComposition,facet,reactionEnergy
H2O(g) - H2(g) + * -> O*,,Al9Cu3,111,-1.9685838
H2O(g) - H2(g) + * -> O*,,Ag3Rh9,111,0.2320331
H2O(g) - H2(g) + * -> O*,,Cu9Nb3,111,-1.5894663
H2O(g) - H2(g) + * -> O*,,Al9Cu3,111,-1.8073679
H2O(g) - H2(g) + * -> O*,,Ag3Rh9,111,0.116142
H2O(g) - H2(g) + * -> O*,,Ag9Ta3,111,1.78644028
H2O(g) - H2(g) + * -> O*,,Al9Cu3,111,-1.3549054
H2O(g) - H2(g) + * -> O*,,Pt9Y3,111,0.30012741
H2O(g) - H2(g) + * -> O*,,Nb9Os3,111,0.10748088
H2O(g) - H2(g) + * -> O*,,Al9Cu3,111,-1.1510157
H2O(g) - H2(g) + * -> O*,,Al9Y3,111,-0.9486891
H2O(g) - H2(g) + * -> O*,,Re9Zn3,111,-0.9961334
H2O(g) - H2(g) + * -> O*,,Hf3Hg9,111,2.2494383
H2O(g) - H2(g) + * -> O*,,Hf3Hg9,111,-1.5859356
H2O(g) - H2(g) + * -> O*,,Al9Y3,111,-1.1222513
H2O(g) - H2(g) + * -> O*,,Os3Zr9,111,-3.6032923
H2O(g) - H2(g) + * -> O*,,Re9Zn3,111,-1.4611173
H2O(g) - H2(g) + * -> O*,,Hf3Hg9,111,2.94392207
H2O(g) - H2(g) + * -> O*,,Al9Y3,111,-2.1190726
H2O(g) - H2(g) + * -> O*,,Os3Zr9,111,-3.4130967
H2O(g) - H2(g) + * -> O*,,Pd9Sn3,111,2.08998204
H2O(g) - H2(g) + * -> O*,,Cu9Fe3,111,0.75901026
H2O(g) - H2(g) + * -> O*,,Re9Zn3,111,-0.0160925
H2O(g) - H2(g) + * -> O*,,Cu9Pb3,111,0.59412247
H2O(g) - H2(g) + * -> O*,,Sn9Ti3,111,-1.148885
H2O(g) - H2(g) + * -> O*,,Al9Y3,111,-2.0956632
H2O(g) - H2(g) + * -> O*,,Cd9In3,111,0.97687739
H2O(g) - H2(g) + * -> O*,,Cu3Zn9,111,0.51514116
H2O(g) - H2(g) + * -> O*,,Pd9Sn3,111,2.05667122
H2O(g) - H2(g) + * -> O*,,In9Ir3,111,0.56710483
H2O(g) - H2(g) + * -> O*,,Cd9In3,111,0.87568886
H2O(g) - H2(g) + * -> O*,,Cu3Zn9,111,0.66111853
H2O(g) - H2(g) + * -> O*,,Cd9In3,111,0.85681369
H2O(g) - H2(g) + * -> O*,,Hg9Sc3,111,2.18471017
H2O(g) - H2(g) + * -> O*,,Cd9In3,111,0.84427482
H2O(g) - H2(g) + * -> O*,,Ag3Co9,111,-0.3090664
H2O(g) - H2(g) + * -> O*,,Ag3Y9,111,1.90248594
H2O(g) - H2(g) + * -> O*,,La9Os3,111,0.05568619
H2O(g) - H2(g) + * -> O*,,Ag3Co9,111,-0.5026046
H2O(g) - H2(g) + * -> O*,,In9Ir3,111,0.64864891
H2O(g) - H2(g) + * -> O*,,La9Nb3,111,-2.8423455
H2O(g) - H2(g) + * -> O*,,Cr9Hg3,111,-0.2464003
H2O(g) - H2(g) + * -> O*,,La9Nb3,111,-2.70347
H2O(g) - H2(g) + * -> O*,,Cr9Hg3,111,3.68164146
H2O(g) - H2(g) + * -> O*,,Cu9Ga3,111,2.23100653
H2O(g) - H2(g) + * -> O*,,Ga9Mo3,111,0.22314287
H2O(g) - H2(g) + * -> O*,,La9Nb3,111,-2.8523936
H2O(g) - H2(g) + * -> O*,,Rh9Ru3,111,0.97571941
H2O(g) - H2(g) + * -> O*,,Ga9Mo3,111,0.13305482
H2O(g) - H2(g) + * -> O*,,La9Nb3,111,-2.7217271
H2O(g) - H2(g) + * -> O*,,Hf9Tc3,111,-3.8913415
H2O(g) - H2(g) + * -> O*,,Rh9Ru3,111,0.80097593
H2O(g) - H2(g) + * -> O*,,Hf9Tc3,111,-3.7241376
H2O(g) - H2(g) + * -> O*,,Rh9Ru3,111,0.26597237
H2O(g) - H2(g) + * -> O*,,Tc9Y3,111,-0.5311356
H2O(g) - H2(g) + * -> O*,,Hf9Tc3,111,-2.7996779
H2O(g) - H2(g) + * -> O*,,Rh9Ru3,111,0.20635222
H2O(g) - H2(g) + * -> O*,,Tc9Y3,111,-1.5856604
H2O(g) - H2(g) + * -> O*,,Mo9Ni3,111,-0.7878636
H2O(g) - H2(g) + * -> O*,,Mo9Ni3,111,1.44391508
H2O(g) - H2(g) + * -> O*,,Ir3Ru9,111,0.01898797
H2O(g) - H2(g) + * -> O*,,Ir3Ru9,111,-0.2436502
H2O(g) - H2(g) + * -> O*,,Cu3W9,111,-0.9187799
H2O(g) - H2(g) + * -> O*,,Hf9Y3,111,-3.6158411
H2O(g) - H2(g) + * -> O*,,Ir3Ru9,111,0.44066578
H2O(g) - H2(g) + * -> O*,,Cu3W9,111,2.33831013
H2O(g) - H2(g) + * -> O*,,Ag9Ir3,111,0.68113917
H2O(g) - H2(g) + * -> O*,,Hf9Y3,111,-3.4580729
H2O(g) - H2(g) + * -> O*,,Au9Pb3,111,1.89480349
H2O(g) - H2(g) + * -> O*,,Ir3Ru9,111,0.13620427
H2O(g) - H2(g) + * -> O*,,Ag9Pt3,111,2.19592235
H2O(g) - H2(g) + * -> O*,,Hf9Y3,111,-3.571889
H2O(g) - H2(g) + * -> O*,,Pd9Ta3,111,-1.7879955
H2O(g) - H2(g) + * -> O*,,Hf9Y3,111,-3.340753
H2O(g) - H2(g) + * -> O*,,Ga3Pb9,111,1.55112875
H2O(g) - H2(g) + * -> O*,,Pb3Pd9,111,3.25766307
H2O(g) - H2(g) + * -> O*,,Cd9W3,111,-1.8692573
H2O(g) - H2(g) + * -> O*,,Hg3Sn9,111,3.36119721
H2O(g) - H2(g) + * -> O*,,Cr3Mo9,111,-2.0741311
H2O(g) - H2(g) + * -> O*,,Cr3Mo9,111,-2.0589779
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,0.34816925
H2O(g) - H2(g) + * -> O*,,Ag9Sn3,111,2.3048751
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,-0.2209325
H2O(g) - H2(g) + * -> O*,,Hf3Y9,111,-1.901378
H2O(g) - H2(g) + * -> O*,,Cr3Mo9,111,-2.4661458
H2O(g) - H2(g) + * -> O*,,La3Ta9,111,-2.1355455
H2O(g) - H2(g) + * -> O*,,Hg3Ti9,111,2.75753035
H2O(g) - H2(g) + * -> O*,,La3Ta9,111,-2.3099106
H2O(g) - H2(g) + * -> O*,,Ti9Zr3,111,-3.187887
H2O(g) - H2(g) + * -> O*,,Os9Zn3,111,-0.3390313
H2O(g) - H2(g) + * -> O*,,Ti9Zr3,111,-3.3681507
H2O(g) - H2(g) + * -> O*,,Os9Zn3,111,-0.7520572
H2O(g) - H2(g) + * -> O*,,Ga3Mo9,111,-0.4899159
H2O(g) - H2(g) + * -> O*,,Ti9Zr3,111,-3.160849
H2O(g) - H2(g) + * -> O*,,Os9Zn3,111,0.35573918
H2O(g) - H2(g) + * -> O*,,Hg3Ir9,111,0.30950337
H2O(g) - H2(g) + * -> O*,,Ir3Tl9,111,2.1040306
H2O(g) - H2(g) + * -> O*,,Ir3Tl9,111,1.96959398
H2O(g) - H2(g) + * -> O*,,Fe9Zr3,111,-0.9045995
H2O(g) - H2(g) + * -> O*,,Ga3Mo9,111,2.94694416
H2O(g) - H2(g) + * -> O*,,La9V3,111,-2.8696388
H2O(g) - H2(g) + * -> O*,,Hg3Ir9,111,0.69791363
H2O(g) - H2(g) + * -> O*,,La9V3,111,-2.6639328
H2O(g) - H2(g) + * -> O*,,La9V3,111,-2.9925906
H2O(g) - H2(g) + * -> O*,,Pb3Y9,111,2.11154121
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,1.74922449
H2O(g) - H2(g) + * -> O*,,La9V3,111,-2.9878396
H2O(g) - H2(g) + * -> O*,,Pd9Zr3,111,1.83481518
H2O(g) - H2(g) + * -> O*,,In9Tc3,111,0.52736152
H2O(g) - H2(g) + * -> O*,,Pd3Ru9,111,-0.4300875
H2O(g) - H2(g) + * -> O*,,Ru3Y9,111,-3.71954
H2O(g) - H2(g) + * -> O*,,Pd3Ru9,111,-0.7277663
H2O(g) - H2(g) + * -> O*,,Cu3Y9,111,0.9144459
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,0.55257749
H2O(g) - H2(g) + * -> O*,,Ru3Y9,111,-2.265723
H2O(g) - H2(g) + * -> O*,,Co9Y3,111,-1.1062106
H2O(g) - H2(g) + * -> O*,,Ir9Mo3,111,1.6783821
H2O(g) - H2(g) + * -> O*,,Ir9Mo3,111,1.04219097
H2O(g) - H2(g) + * -> O*,,Au3In9,111,0.52488215
H2O(g) - H2(g) + * -> O*,,Ir9Mo3,111,-0.1963905
H2O(g) - H2(g) + * -> O*,,Cr3Re9,111,-0.9559163
H2O(g) - H2(g) + * -> O*,,Ru9V3,111,-0.226448
H2O(g) - H2(g) + * -> O*,,Ga3Pd9,111,1.87255478
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-0.888391
H2O(g) - H2(g) + * -> O*,,Ir9Mo3,111,-0.0900218
H2O(g) - H2(g) + * -> O*,,Cr3Re9,111,-1.3057736
H2O(g) - H2(g) + * -> O*,,Ru9V3,111,-0.674649
H2O(g) - H2(g) + * -> O*,,Ga3Pd9,111,1.80726869
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-1.3466551
H2O(g) - H2(g) + * -> O*,,Cu3Tl9,111,1.32277517
H2O(g) - H2(g) + * -> O*,,Cr3Re9,111,-1.1272848
H2O(g) - H2(g) + * -> O*,,Ru9V3,111,-0.8471531
H2O(g) - H2(g) + * -> O*,,Ga3Pd9,111,1.17629615
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-1.0812305
H2O(g) - H2(g) + * -> O*,,Os9Re3,111,-0.216678
H2O(g) - H2(g) + * -> O*,,Cd3Mo9,111,-1.4865227
H2O(g) - H2(g) + * -> O*,,Cr3Re9,111,-1.5195291
H2O(g) - H2(g) + * -> O*,,Ru9V3,111,-1.1719573
H2O(g) - H2(g) + * -> O*,,Ga3Pd9,111,1.21902741
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-1.4605555
H2O(g) - H2(g) + * -> O*,,Cd3Mo9,111,-1.8850266
H2O(g) - H2(g) + * -> O*,,Hf9In3,111,-3.7430937
H2O(g) - H2(g) + * -> O*,,Hf3In9,111,1.22160174
H2O(g) - H2(g) + * -> O*,,La9Sn3,111,-3.2385816
H2O(g) - H2(g) + * -> O*,,Nb3Ti9,111,-3.5579065
H2O(g) - H2(g) + * -> O*,,Ag9Rh3,111,2.25136595
H2O(g) - H2(g) + * -> O*,,Hf9In3,111,-3.4809435
H2O(g) - H2(g) + * -> O*,,Ag9Tc3,111,2.03890614
H2O(g) - H2(g) + * -> O*,,La9Sn3,111,-2.8318154
H2O(g) - H2(g) + * -> O*,,Ru9Zn3,111,3.11355688
H2O(g) - H2(g) + * -> O*,,Nb3Ti9,111,-3.3355693
H2O(g) - H2(g) + * -> O*,,Ag9Co3,111,2.09766545
H2O(g) - H2(g) + * -> O*,,Ag9Rh3,111,2.72544799
H2O(g) - H2(g) + * -> O*,,Nb3Ti9,111,-3.2457287
H2O(g) - H2(g) + * -> O*,,Ag9Co3,111,2.41233204
H2O(g) - H2(g) + * -> O*,,Ag9Rh3,111,1.06524228
H2O(g) - H2(g) + * -> O*,,Nb3Ti9,111,-3.0785866
H2O(g) - H2(g) + * -> O*,,Ag9Co3,111,0.40405232
H2O(g) - H2(g) + * -> O*,,Ag9Rh3,111,1.00408755
H2O(g) - H2(g) + * -> O*,,Ag9Co3,111,0.40736013
H2O(g) - H2(g) + * -> O*,,Cd9W3,111,1.841184
H2O(g) - H2(g) + * -> O*,,Pt3Rh9,111,0.41654846
H2O(g) - H2(g) + * -> O*,,Pb3Pd9,111,1.82638577
H2O(g) - H2(g) + * -> O*,,Pt3Rh9,111,0.62618959
H2O(g) - H2(g) + * -> O*,,Ag9Sn3,111,1.99899928
H2O(g) - H2(g) + * -> O*,,Cd3Ru9,111,-0.5003331
H2O(g) - H2(g) + * -> O*,,Nb9Pt3,111,-2.7505241
H2O(g) - H2(g) + * -> O*,,Pt3Rh9,111,0.87605118
H2O(g) - H2(g) + * -> O*,,Cu9Ga3,111,1.136458
H2O(g) - H2(g) + * -> O*,,Ag9Sn3,111,2.08766948
H2O(g) - H2(g) + * -> O*,,Cd3Ru9,111,-0.834019
H2O(g) - H2(g) + * -> O*,,Nb9Pt3,111,-2.5233226
H2O(g) - H2(g) + * -> O*,,Pt3Rh9,111,0.95487141
H2O(g) - H2(g) + * -> O*,,Mo3Ti9,111,-3.6529066
H2O(g) - H2(g) + * -> O*,,Cu9Ga3,111,1.13346761
H2O(g) - H2(g) + * -> O*,,Ag9Sn3,111,1.35266782
H2O(g) - H2(g) + * -> O*,,Mo3Ti9,111,-3.549706
H2O(g) - H2(g) + * -> O*,,Ag9Sn3,111,1.28768024
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,0.02085018
H2O(g) - H2(g) + * -> O*,,Mo3Ti9,111,-2.9394295
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,-0.7718261
H2O(g) - H2(g) + * -> O*,,Mo3Ti9,111,-2.8736186
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,-0.8107124
H2O(g) - H2(g) + * -> O*,,Ag9Ir3,111,2.32136016
H2O(g) - H2(g) + * -> O*,,Al9Tl3,111,3.61544678
H2O(g) - H2(g) + * -> O*,,La3Nb9,111,-2.2874847
H2O(g) - H2(g) + * -> O*,,Nb3Os9,111,-1.0103459
H2O(g) - H2(g) + * -> O*,,Os9Ru3,111,0.80207146
H2O(g) - H2(g) + * -> O*,,Mo3Sc9,111,-3.5556247
H2O(g) - H2(g) + * -> O*,,Cr3Zr9,111,-3.4383498
H2O(g) - H2(g) + * -> O*,,Cr3La9,111,-2.9168257
H2O(g) - H2(g) + * -> O*,,Os9Ru3,111,1.4786183
H2O(g) - H2(g) + * -> O*,,Mo3Sc9,111,-3.5509742
H2O(g) - H2(g) + * -> O*,,Cr3Zr9,111,-3.2398943
H2O(g) - H2(g) + * -> O*,,Cr3La9,111,-2.6292479
H2O(g) - H2(g) + * -> O*,,Mo3Sc9,111,-2.8735738
H2O(g) - H2(g) + * -> O*,,Nb3Pb9,111,1.50903627
H2O(g) - H2(g) + * -> O*,,Cr3Zr9,111,-2.9969641
H2O(g) - H2(g) + * -> O*,,Cr3La9,111,-2.7974735
H2O(g) - H2(g) + * -> O*,,Os9Pt3,111,0.78769582
H2O(g) - H2(g) + * -> O*,,Mo3Sc9,111,-2.873408
H2O(g) - H2(g) + * -> O*,,Re3Y9,111,-3.4907578
H2O(g) - H2(g) + * -> O*,,Nb3Pb9,111,1.14714922
H2O(g) - H2(g) + * -> O*,,Cr3Zr9,111,-2.827652
H2O(g) - H2(g) + * -> O*,,Os9Pt3,111,2.62405538
H2O(g) - H2(g) + * -> O*,,Re9Ti3,111,-1.0644076
H2O(g) - H2(g) + * -> O*,,Re3Y9,111,-3.4956378
H2O(g) - H2(g) + * -> O*,,Re9Ti3,111,-1.4418986
H2O(g) - H2(g) + * -> O*,,Re3Y9,111,-2.4952742
H2O(g) - H2(g) + * -> O*,,Re9Ti3,111,-1.7764804
H2O(g) - H2(g) + * -> O*,,Re3Y9,111,-2.5620142
H2O(g) - H2(g) + * -> O*,,Ir3Ti9,111,-3.6001023
H2O(g) - H2(g) + * -> O*,,Re9Ti3,111,-1.7895071
H2O(g) - H2(g) + * -> O*,,Ir3Ti9,111,-3.4050459
H2O(g) - H2(g) + * -> O*,,Pd9Ta3,111,2.24380391
H2O(g) - H2(g) + * -> O*,,Pb3Tl9,111,1.3810044
H2O(g) - H2(g) + * -> O*,,Hg3Sn9,111,0.36245835
H2O(g) - H2(g) + * -> O*,,Ag9Cr3,111,1.97274424
H2O(g) - H2(g) + * -> O*,,Pb3Tl9,111,0.86088369
H2O(g) - H2(g) + * -> O*,,Hg3Sn9,111,0.58701799
H2O(g) - H2(g) + * -> O*,,Ag9Cr3,111,2.59603228
H2O(g) - H2(g) + * -> O*,,Pb3Tl9,111,0.9622314
H2O(g) - H2(g) + * -> O*,,Al9Tl3,111,-1.7097876
H2O(g) - H2(g) + * -> O*,,Ag9Pt3,111,2.38981516
H2O(g) - H2(g) + * -> O*,,Al9Tl3,111,-1.4865093
H2O(g) - H2(g) + * -> O*,,Cr9Rh3,111,-2.0252191
H2O(g) - H2(g) + * -> O*,,Ag9Pt3,111,2.82847709
H2O(g) - H2(g) + * -> O*,,W9Y3,111,-1.4776479
H2O(g) - H2(g) + * -> O*,,Hg3Nb9,111,-1.0140666
H2O(g) - H2(g) + * -> O*,,Cr9Rh3,111,-2.249431
H2O(g) - H2(g) + * -> O*,,Ag9Pt3,111,1.67449822
H2O(g) - H2(g) + * -> O*,,Hg9Ta3,111,2.50241777
H2O(g) - H2(g) + * -> O*,,Cr9Rh3,111,-1.5728278
H2O(g) - H2(g) + * -> O*,,Al3W9,111,-1.7640633
H2O(g) - H2(g) + * -> O*,,Ag9Pt3,111,1.69252971
H2O(g) - H2(g) + * -> O*,,Pb3Tl9,111,1.32653483
H2O(g) - H2(g) + * -> O*,,Hg9Ta3,111,3.09674596
H2O(g) - H2(g) + * -> O*,,Al3W9,111,-1.7624899
H2O(g) - H2(g) + * -> O*,,In3W9,111,-0.4848426
H2O(g) - H2(g) + * -> O*,,Al3W9,111,-1.1247002
H2O(g) - H2(g) + * -> O*,,Hg3Nb9,111,3.18503166
H2O(g) - H2(g) + * -> O*,,Y9Zr3,111,-3.4381524
H2O(g) - H2(g) + * -> O*,,Hf3Y9,111,-3.4586074
H2O(g) - H2(g) + * -> O*,,Hf3Y9,111,-3.4073967
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,1.25952679
H2O(g) - H2(g) + * -> O*,,Cd9Pt3,111,1.10585812
H2O(g) - H2(g) + * -> O*,,Cd9Nb3,111,1.40671099
H2O(g) - H2(g) + * -> O*,,Hf3Y9,111,-3.7208288
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,1.17855796
H2O(g) - H2(g) + * -> O*,,Cd9Nb3,111,1.81126808
H2O(g) - H2(g) + * -> O*,,Hf3Y9,111,-3.6816881
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,0.42850283
H2O(g) - H2(g) + * -> O*,,Ir9Os3,111,0.48721452
H2O(g) - H2(g) + * -> O*,,Al9Hf3,111,0.17371462
H2O(g) - H2(g) + * -> O*,,Cd9Tl3,111,0.78083474
H2O(g) - H2(g) + * -> O*,,Au9Cu3,111,2.53158729
H2O(g) - H2(g) + * -> O*,,Os9Y3,111,-0.131587
H2O(g) - H2(g) + * -> O*,,Os9Y3,111,-1.1460666
H2O(g) - H2(g) + * -> O*,,Sc3Y9,111,-3.6272167
H2O(g) - H2(g) + * -> O*,,Au9Cu3,111,2.73933818
H2O(g) - H2(g) + * -> O*,,Os9Y3,111,-0.8501133
H2O(g) - H2(g) + * -> O*,,Au9Cu3,111,1.90663214
H2O(g) - H2(g) + * -> O*,,Al9Ta3,111,-0.523075
H2O(g) - H2(g) + * -> O*,,Au9Cu3,111,2.04720479
H2O(g) - H2(g) + * -> O*,,Hf9Ir3,111,-3.8965606
H2O(g) - H2(g) + * -> O*,,Co9Pt3,111,-0.0115197
H2O(g) - H2(g) + * -> O*,,Ga9Pt3,111,0.41345262
H2O(g) - H2(g) + * -> O*,,Pd3Sc9,111,-4.0425817
H2O(g) - H2(g) + * -> O*,,Ag3Tc9,111,-0.8871574
H2O(g) - H2(g) + * -> O*,,La3Pb9,111,1.55290524
H2O(g) - H2(g) + * -> O*,,Al9Ta3,111,-0.8630354
H2O(g) - H2(g) + * -> O*,,Cu3Rh9,111,0.29412064
H2O(g) - H2(g) + * -> O*,,Hf9Ir3,111,-3.536398
H2O(g) - H2(g) + * -> O*,,Co9Pt3,111,0.11858667
H2O(g) - H2(g) + * -> O*,,Ga9Pt3,111,0.39029179
H2O(g) - H2(g) + * -> O*,,Ag3Tc9,111,-1.4747207
H2O(g) - H2(g) + * -> O*,,Al9Ta3,111,-1.3328181
H2O(g) - H2(g) + * -> O*,,Cu3Rh9,111,0.3612099
H2O(g) - H2(g) + * -> O*,,Pd9Re3,111,2.3063505
H2O(g) - H2(g) + * -> O*,,Co9Pt3,111,0.55599578
H2O(g) - H2(g) + * -> O*,,Ga9Pt3,111,0.86955147
H2O(g) - H2(g) + * -> O*,,Cd3Nb9,111,-2.5886271
H2O(g) - H2(g) + * -> O*,,Al9Ta3,111,-1.1876566
H2O(g) - H2(g) + * -> O*,,Cu3Rh9,111,0.80044122
H2O(g) - H2(g) + * -> O*,,Co9Pt3,111,0.54916818
H2O(g) - H2(g) + * -> O*,,Cr9Pt3,111,-2.0356068
H2O(g) - H2(g) + * -> O*,,La3Pt9,111,1.37797074
H2O(g) - H2(g) + * -> O*,,Cr9Sc3,111,-1.8626191
H2O(g) - H2(g) + * -> O*,,Ga9Os3,111,1.10200989
H2O(g) - H2(g) + * -> O*,,Cd9Zr3,111,1.13420776
H2O(g) - H2(g) + * -> O*,,Cu3Rh9,111,0.78369439
H2O(g) - H2(g) + * -> O*,,Cr9Pt3,111,-2.1722116
H2O(g) - H2(g) + * -> O*,,La3Pt9,111,1.04279697
H2O(g) - H2(g) + * -> O*,,Cr9Sc3,111,-2.3019414
H2O(g) - H2(g) + * -> O*,,Ga9Zr3,111,0.25406793
H2O(g) - H2(g) + * -> O*,,Hg9Mo3,111,2.60611505
H2O(g) - H2(g) + * -> O*,,La3Pt9,111,0.33591011
H2O(g) - H2(g) + * -> O*,,Au9Cu3,111,2.98212195
H2O(g) - H2(g) + * -> O*,,La3Pt9,111,0.87385713
H2O(g) - H2(g) + * -> O*,,Cr3Pb9,111,1.18621538
H2O(g) - H2(g) + * -> O*,,Al3V9,111,-2.6100358
H2O(g) - H2(g) + * -> O*,,La9Pb3,111,-3.3024946
H2O(g) - H2(g) + * -> O*,,Pb9Y3,111,1.1764884
H2O(g) - H2(g) + * -> O*,,Al3V9,111,-2.4702863
H2O(g) - H2(g) + * -> O*,,La9Pb3,111,-2.9219577
H2O(g) - H2(g) + * -> O*,,Al3Ga9,111,0.71407052
H2O(g) - H2(g) + * -> O*,,Al3V9,111,-2.114517
H2O(g) - H2(g) + * -> O*,,Rh9Sc3,111,-0.4592785
H2O(g) - H2(g) + * -> O*,,Cu3V9,111,-2.9833169
H2O(g) - H2(g) + * -> O*,,Nb3Re9,111,-0.6581061
H2O(g) - H2(g) + * -> O*,,Ir3Pd9,111,0.71198423
H2O(g) - H2(g) + * -> O*,,Cu3V9,111,-2.7543691
H2O(g) - H2(g) + * -> O*,,Nb3Re9,111,-0.5924226
H2O(g) - H2(g) + * -> O*,,Hg9Ta3,111,-1.9381572
H2O(g) - H2(g) + * -> O*,,Y9Zr3,111,-1.6688944
H2O(g) - H2(g) + * -> O*,,Cu3V9,111,-2.1285017
H2O(g) - H2(g) + * -> O*,,In3Ti9,111,-3.5595463
H2O(g) - H2(g) + * -> O*,,Ta3Y9,111,-3.3601098
H2O(g) - H2(g) + * -> O*,,In3Ti9,111,-3.3557559
H2O(g) - H2(g) + * -> O*,,Ta3Y9,111,-3.3168759
H2O(g) - H2(g) + * -> O*,,Pb9Tl3,111,0.74505898
H2O(g) - H2(g) + * -> O*,,Ta3Y9,111,-3.4788202
H2O(g) - H2(g) + * -> O*,,Pd9Re3,111,-1.3265216
H2O(g) - H2(g) + * -> O*,,Cu3Zr9,111,-3.3959102
H2O(g) - H2(g) + * -> O*,,La3Zr9,111,-3.2731168
H2O(g) - H2(g) + * -> O*,,Pb9Tl3,111,0.89137065
H2O(g) - H2(g) + * -> O*,,Ta3Y9,111,-3.3831965
H2O(g) - H2(g) + * -> O*,,Ir9Nb3,111,1.50357141
H2O(g) - H2(g) + * -> O*,,Cu3Zr9,111,-3.0719152
H2O(g) - H2(g) + * -> O*,,La3Zr9,111,-2.9548044
H2O(g) - H2(g) + * -> O*,,Ir9Nb3,111,0.76698823
H2O(g) - H2(g) + * -> O*,,In9Os3,111,0.75569632
H2O(g) - H2(g) + * -> O*,,La3Zr9,111,-3.0234117
H2O(g) - H2(g) + * -> O*,,Ir9Nb3,111,-0.4638586
H2O(g) - H2(g) + * -> O*,,Au3Nb9,111,-1.1213856
H2O(g) - H2(g) + * -> O*,,Al9Y3,111,1.30834565
H2O(g) - H2(g) + * -> O*,,La3Zr9,111,-2.8966332
H2O(g) - H2(g) + * -> O*,,Ir9Nb3,111,-0.2652115
H2O(g) - H2(g) + * -> O*,,Au3Nb9,111,2.73723787
H2O(g) - H2(g) + * -> O*,,In9La3,111,0.57998412
H2O(g) - H2(g) + * -> O*,,Hf9Ir3,111,1.54251825
H2O(g) - H2(g) + * -> O*,,Nb3Rh9,111,1.14316575
H2O(g) - H2(g) + * -> O*,,Al9Hg3,111,3.47132903
H2O(g) - H2(g) + * -> O*,,Sn9Tl3,111,3.44255789
H2O(g) - H2(g) + * -> O*,,In9Pt3,111,2.22053614
H2O(g) - H2(g) + * -> O*,,Nb3Rh9,111,0.47670385
H2O(g) - H2(g) + * -> O*,,Co3Hg9,111,1.09398961
H2O(g) - H2(g) + * -> O*,,Nb3Re9,111,-1.0622621
H2O(g) - H2(g) + * -> O*,,Nb3Rh9,111,-0.7321028
H2O(g) - H2(g) + * -> O*,,Cd9Cr3,111,-1.2276672
H2O(g) - H2(g) + * -> O*,,Nb3Re9,111,-1.6115426
H2O(g) - H2(g) + * -> O*,,Nb3Rh9,111,-0.6216381
H2O(g) - H2(g) + * -> O*,,Ni3Os9,111,0.64264758
H2O(g) - H2(g) + * -> O*,,Re3Sn9,111,-0.5330804
H2O(g) - H2(g) + * -> O*,,La9Y3,111,-3.0113307
H2O(g) - H2(g) + * -> O*,,Ni3Os9,111,2.46242629
H2O(g) - H2(g) + * -> O*,,La9Y3,111,-2.9544682
H2O(g) - H2(g) + * -> O*,,Al3In9,111,0.28441964
H2O(g) - H2(g) + * -> O*,,Sn9Zn3,111,0.44122919
H2O(g) - H2(g) + * -> O*,,La9Y3,111,-3.2327108
H2O(g) - H2(g) + * -> O*,,Sn9Zn3,111,0.68021861
H2O(g) - H2(g) + * -> O*,,La9Y3,111,-3.1733943
H2O(g) - H2(g) + * -> O*,,Cd3Pb9,111,2.67044657
H2O(g) - H2(g) + * -> O*,,Cr9Pt3,111,-0.7202909
H2O(g) - H2(g) + * -> O*,,Hg9Pt3,111,2.41732274
H2O(g) - H2(g) + * -> O*,,Hg3W9,111,-0.6054292
H2O(g) - H2(g) + * -> O*,,Cr9Pt3,111,2.11449732
H2O(g) - H2(g) + * -> O*,,Hg9Pt3,111,2.40215825
H2O(g) - H2(g) + * -> O*,,Hg3Mo9,111,-0.4389911
H2O(g) - H2(g) + * -> O*,,Hg3W9,111,4.06992981
H2O(g) - H2(g) + * -> O*,,Cu9Mn3,111,0.77012665
H2O(g) - H2(g) + * -> O*,,Au9In3,111,2.97468944
H2O(g) - H2(g) + * -> O*,,Cr3Pd9,111,-0.9182407
H2O(g) - H2(g) + * -> O*,,Hg3Mo9,111,3.64693538
H2O(g) - H2(g) + * -> O*,,Ag3Au9,111,4.0175528
H2O(g) - H2(g) + * -> O*,,Fe9Nb3,111,-0.6568436
H2O(g) - H2(g) + * -> O*,,Ir3W9,111,-0.9130021
H2O(g) - H2(g) + * -> O*,,Au9Hf3,111,3.26974546
H2O(g) - H2(g) + * -> O*,,Cr9In3,111,-0.1912057
H2O(g) - H2(g) + * -> O*,,Sn9W3,111,-1.2308212
H2O(g) - H2(g) + * -> O*,,Os9Y3,111,-1.2666246
